-2.210019730779652311e-04,2.386240410861190152e-04
-1.222598019582646031e-04,1.877848029666151855e-04
-3.676074305449761933e-03,3.828342828889860598e-03
4.813731551398236770e-04,-4.124594901157076243e-04
3.527020096133301908e-03,-3.416531669360140227e-03
1.620259386788985368e-03,-1.583563238842965225e-03
-9.615168671188584204e-04,1.113871448662628102e-03
1.121266873774293907e-03,-1.230553792978773039e-03
1.965006735861657677e-03,-2.094042756321860994e-03
1.297226814969668638e-03,-1.483825924933544066e-03
-1.584010058472987799e-03,1.430136202721506069e-03
-3.769677343773320823e-04,2.105103988722290442e-04
2.287985536121224864e-03,-2.166464081210862144e-03
4.544469459969618583e-03,-4.824819776317725538e-03
4.908818853736451014e-03,-5.026358698462183791e-03
2.813048566701137256e-03,-3.209143975964194682e-03
3.727181150651672110e-03,-3.886319099148779523e-03
3.231996618997703789e-03,-3.516976249588174997e-03
1.629732460996005531e-03,-1.801867235094764801e-03
8.108813890731880053e-04,-9.299757749502407913e-04
3.926026865006374575e-04,-3.231260327561818503e-04
7.087675044354678012e-04,-7.051156725012416252e-04
-1.106361826066963898e-03,9.766523055217512898e-04
-6.583464854722089572e-04,4.244643532165495899e-04
2.637405626619656772e-04,-1.494279860608977199e-04
-1.713984159481055525e-03,1.560976712293268365e-03
-1.674820382466139530e-03,1.593566913610329353e-03
-1.793020997974965674e-03,1.673642832208235842e-03
-1.330311619710746731e-03,1.544770574517438612e-03
-5.383232763126507680e-04,6.032708461957187905e-04
1.396890018778278002e-03,-1.340780189618180716e-03
2.185575141660321425e-03,-2.014597048577017758e-03
1.917223477109509253e-03,-1.941958411697195571e-03
2.068229309560625385e-03,-1.962182934562573412e-03
1.311413608410869850e-03,-1.166739131838180751e-03
-7.005174549188724308e-04,7.383607806463285839e-04
-2.612383200864886270e-04,4.471471558965763623e-04
1.168791021882802398e-03,-1.064819923262010299e-03
5.842037069848273877e-04,-5.464291083336350000e-04
-6.702948284964411465e-04,6.682360401571801022e-04
2.582985205403755735e-04,-2.392509812635223835e-04
6.786037472670571058e-04,-6.288847883077619680e-04
9.665558294708504221e-04,-9.101642599483171937e-04
2.094346282058719231e-03,-2.045415557350666567e-03
8.414361362687486573e-04,-8.614095202002357982e-04
1.930227515116577286e-03,-1.922965041014921498e-03
1.443349637215991582e-03,-1.439555508260821149e-03
-1.891709998011714385e-04,2.277754324735603748e-04
-1.223805808091752052e-03,1.264041917196795763e-03
-6.799050684484862078e-04,7.757331024537279232e-04
5.021116976714019506e-04,-4.724850004485732263e-04
-3.953757073078896143e-04,4.001175424453505373e-04
1.103851073588906113e-03,-1.067646968790117142e-03
2.672608254715245352e-04,-2.279185279399615998e-04
1.263998872150513602e-03,-1.289287864732357623e-03
1.422711056592354615e-03,-1.446530172663569331e-03
6.758668353777792228e-04,-7.097356384223584566e-04
2.725883739009388098e-03,-2.758761073896616890e-03
1.606263358854715176e-03,-1.684188478082437445e-03
1.394992982028536732e-04,-2.181310840778094551e-04
-1.326601710316117048e-05,-2.024414184754006285e-05
1.030935761198278856e-03,-1.052972413168770573e-03
6.164566135260796933e-04,-6.910009216022623777e-04
1.613251742742484278e-03,-1.578321196320713092e-03
2.393078785023281061e-03,-2.350711850446258241e-03
3.483847495527617622e-03,-3.452894010128962528e-03
8.697769626347090889e-04,-9.103614386186893769e-04
1.901105729352678452e-03,-2.011964398305449153e-03
3.853220827966654521e-03,-3.979286037749230238e-03
3.720730663462107086e-03,-3.770106599144870934e-03
2.701216844806517050e-03,-2.743185372924283015e-03
3.100285610903839167e-03,-3.058710842601603148e-03
1.635885275574575212e-03,-1.400229219362041132e-03
8.859909986974274837e-05,1.137608495792612018e-05
1.675919964510029243e-03,-1.568084319851800182e-03
2.383335196280167781e-03,-2.264772474122849887e-03
2.096527906883184373e-03,-2.019621131827231079e-03
2.590415136079630629e-03,-2.620478395629885059e-03
2.068117175670599120e-03,-2.113210594598058205e-03
2.560038215274823298e-03,-2.603753799084985564e-03
2.759382465106001783e-03,-2.848285782483590389e-03
5.799933435633350095e-04,-6.189291416584363336e-04
2.301277301507493461e-03,-2.365269008125408471e-03
2.105544369267249583e-03,-2.113293052532837484e-03
2.237404458444599686e-03,-2.185176126367867171e-03
1.004982085585183439e-03,-9.526350020230730771e-04
1.113590753402637175e-03,-1.077390283841151873e-03
-2.645299784844258638e-04,2.753284724289276606e-04
4.972678264756850031e-04,-4.978368841424218004e-04
2.721178990834810562e-04,-3.011295605415664203e-04
4.626634944119945112e-04,-4.092588082564796123e-04
1.561086666656121523e-03,-1.519071970308885416e-03
1.777169004279714271e-03,-1.524457273419749410e-03
4.478206742895184589e-04,-2.711442248639577674e-04
6.211960344541855644e-04,-4.093751400593812644e-04
1.522992601973835501e-03,-1.458498335210104378e-03
2.174660682215763454e-04,-6.257933438195818310e-05
2.099465298047160314e-03,-1.988881212877520368e-03
3.519250649942202947e-04,-3.126705929459602080e-04
1.301690350117618586e-03,-1.238396706934958387e-03
1.907174282051622705e-03,-1.792118509756706560e-03
-1.732512656866618515e-04,1.345279571781158288e-04
-3.817539466457004968e-04,2.874521970195576220e-04
-1.203479395685719136e-03,1.205236004737253496e-03
2.624655451425425188e-04,-3.411389449718575445e-04
7.830998219887189441e-04,-8.065521381141284090e-04
