0.55530,0.44492
0.29794,0.69916
0.62387,0.37697
0.11102,0.88845
0.33962,0.63141
0.45115,0.54432
0.53192,0.46861
-0.19358,1.19409
0.72695,0.26745
0.45837,0.54009
0.44483,0.55925
0.12964,0.86967
-0.04981,1.04990
0.18841,0.81640
0.52053,0.47775
0.45442,0.54069
0.97679,0.02001
0.52843,0.47127
0.59995,0.34723
0.28767,0.69061
1.12244,-0.12296
0.79248,0.21133
0.99704,0.00543
0.07982,0.91431
0.31210,0.68715
0.62394,0.37375
0.26810,0.73058
0.72996,0.26882
0.46915,0.52611
0.87931,0.12277
0.33481,0.66506
0.72239,0.27899
0.49107,0.50651
0.18880,0.80875
0.24571,0.75177
0.14169,0.85587
0.70212,0.29871
0.12486,0.87377
0.89356,0.10272
0.69474,0.30835
0.70741,0.28645
0.40721,0.59127
0.75065,0.24919
0.25267,0.74501
0.44094,0.56322
0.02878,0.97000
0.55390,0.44618
0.35658,0.64624
